,Company Name,Country,Launcher,Shuttle,Rocket,Status Rocket,Year,Month,Status Mission
3391,RVSN USSR,Kazakhstan,Voskhod, Cosmos 390,,StatusRetired,1971,1,Success
3392,RVSN USSR,Kazakhstan,Molniya-M /Block L, Molniya-1 n†­22,,StatusRetired,1970,12,Success
3393,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), DS-P1-M #1,,StatusRetired,1970,12,Failure
3394,RVSN USSR,Russian Federation,Vostok-2M, Cosmos 389,,StatusRetired,1970,12,Success
3395,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 388,,StatusRetired,1970,12,Success
3396,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 387,,StatusRetired,1970,12,Success
3397,RVSN USSR,Kazakhstan,Voskhod, Cosmos 386,,StatusRetired,1970,12,Success
3398,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 385,,StatusRetired,1970,12,Success
3399,CNES,France,Diamant B, P??ole,,StatusRetired,1970,12,Success
3400,ASI,Kenya,Scout B, Explorer 42,,StatusRetired,1970,12,Success
3401,RVSN USSR,Russian Federation,Voskhod, Cosmos 384,,StatusRetired,1970,12,Success
3402,RVSN USSR,Russian Federation,Voskhod, Cosmos 383,,StatusRetired,1970,12,Success
3403,RVSN USSR,Kazakhstan,Proton K/Block D, Cosmos 382 (L1E),,StatusRetired,1970,12,Success
3404,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 381,,StatusRetired,1970,12,Success
3405,General Dynamics,USA,Atlas-SLV3C Centaur-D, OAO-B,,StatusRetired,1970,11,Failure
3406,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-1 n†­23,,StatusRetired,1970,11,Success
3407,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 380,,StatusRetired,1970,11,Success
3408,RVSN USSR,Kazakhstan,Soyuz L, Cosmos 379 (T2K Lunar Lander),,StatusRetired,1970,11,Success
3409,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 378,,StatusRetired,1970,11,Success
3410,RVSN USSR,Kazakhstan,Voskhod, Cosmos 377,,StatusRetired,1970,11,Success
3411,RVSN USSR,Kazakhstan,Proton K/Block D, Luna-17,,StatusRetired,1970,11,Success
3412,Martin Marietta,USA,Titan III(23)C, OPS-5960 (IMEWS-1/DSP-1),,StatusRetired,1970,11,Partial Failure
3413,RAE,Australia,Black Arrow, Orba,,StatusRetired,1970,11,Failure
3414,RVSN USSR,Russian Federation,Voskhod, Cosmos 376,,StatusRetired,1970,10,Success
3415,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 375,,StatusRetired,1970,10,Success
3416,US Air Force,USA,Titan III(23)B, OPS 7568,,StatusRetired,1970,10,Success
3417,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 374,,StatusRetired,1970,10,Success
3418,RVSN USSR,Kazakhstan,Proton K/Block D, Zond-8,,StatusRetired,1970,10,Success
3419,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 373,,StatusRetired,1970,10,Success
3420,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 372,,StatusRetired,1970,10,Success
3421,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­17,,StatusRetired,1970,10,Success
3422,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Intercosmos-4,,StatusRetired,1970,10,Success
3423,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 371,,StatusRetired,1970,10,Success
3424,RVSN USSR,Kazakhstan,Voskhod, Cosmos 370,,StatusRetired,1970,10,Success
3425,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 369,,StatusRetired,1970,10,Success
3426,RVSN USSR,Kazakhstan,Voskhod, Cosmos 368,,StatusRetired,1970,10,Success
3427,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 367,,StatusRetired,1970,10,Success
3428,RVSN USSR,Kazakhstan,Voskhod, Cosmos 366,,StatusRetired,1970,10,Success
3429,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-1 n†­19,,StatusRetired,1970,9,Success
3430,RVSN USSR,Kazakhstan,Tsyklon, Cosmos 365,,StatusRetired,1970,9,Success
3431,RVSN USSR,Russian Federation,Voskhod, Cosmos 364,,StatusRetired,1970,9,Success
3432,ISAS,Japan,Mu-IV S, Shinsei,,StatusRetired,1970,9,Failure
3433,RVSN USSR,Kazakhstan,Voskhod, Cosmos 363,,StatusRetired,1970,9,Success
3434,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 362,,StatusRetired,1970,9,Success
3435,RVSN USSR,Kazakhstan,Proton K/Block D, Luna-16,,StatusRetired,1970,9,Success
3436,RVSN USSR,Russian Federation,Voskhod, Cosmos 361,,StatusRetired,1970,9,Success
3437,General Dynamics,USA,Atlas-SLV3A Agena-D, AFP-827 (Canyon-3),,StatusRetired,1970,9,Success
3438,RVSN USSR,Kazakhstan,Voskhod, Cosmos 360,,StatusRetired,1970,8,Success
3439,RVSN USSR,Kazakhstan,Molniya-M /Block NVL, Cosmos 359,,StatusRetired,1970,8,Partial Failure
3440,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 358,,StatusRetired,1970,8,Partial Failure
3441,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 357,,StatusRetired,1970,8,Success
3442,US Air Force,USA,Titan III(23)B, OPS 7874,,StatusRetired,1970,8,Success
3443,RVSN USSR,Kazakhstan,Molniya-M /Block NVL, Venera 7,,StatusRetired,1970,8,Success
3444,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 356,,StatusRetired,1970,8,Success
3445,RVSN USSR,Russian Federation,Voskhod, Cosmos 355,,StatusRetired,1970,8,Success
3446,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Intercosmos-3,,StatusRetired,1970,8,Success
3447,RVSN USSR,Russian Federation,Cosmos-3MRB (65MRB), BOR-2 Shuttle,,StatusRetired,1970,7,Success
3448,RVSN USSR,Kazakhstan,Tsyklon, Cosmos 354,,StatusRetired,1970,7,Success
3449,RVSN USSR,Russian Federation,Voskhod, Zenit-4 n†­75,,StatusRetired,1970,7,Failure
3450,RVSN USSR,Russian Federation,Voskhod, Cosmos 353,,StatusRetired,1970,7,Success
3451,RVSN USSR,Kazakhstan,Voskhod, Cosmos 352,,StatusRetired,1970,7,Success
3452,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Strela-2M satellite,,StatusRetired,1970,6,Failure
3453,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 351,,StatusRetired,1970,6,Success
3454,RVSN USSR,Kazakhstan,Voskhod, Cosmos 350,,StatusRetired,1970,6,Success
3455,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-1 n†­21,,StatusRetired,1970,6,Success
3456,US Air Force,USA,Titan III(23)B, OPS 6820,,StatusRetired,1970,6,Success
3457,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­16,,StatusRetired,1970,6,Success
3458,General Dynamics,USA,Atlas-SLV3A Agena-D, AFP-720 (Rhyolite-1),,StatusRetired,1970,6,Success
3459,RVSN USSR,Russian Federation,Voskhod, Cosmos 349,,StatusRetired,1970,6,Success
3460,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 348,,StatusRetired,1970,6,Success
3461,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 347,,StatusRetired,1970,6,Success
3462,CECLES,Australia,Europa 1, STV-3,,StatusRetired,1970,6,Failure
3463,RVSN USSR,Kazakhstan,Voskhod, Cosmos 346,,StatusRetired,1970,6,Success
3464,Roscosmos,Kazakhstan,Soyuz, Soyuz 9,,StatusRetired,1970,6,Success
3465,RVSN USSR,Russian Federation,Cosmos-2I (63SM), DS-P1-You #36,,StatusRetired,1970,5,Failure
3466,RVSN USSR,Kazakhstan,Voskhod, Cosmos 345,,StatusRetired,1970,5,Success
3467,RVSN USSR,Russian Federation,Voskhod, Cosmos 344,,StatusRetired,1970,5,Success
3468,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­15,,StatusRetired,1970,4,Success
3469,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 336 to 343,,StatusRetired,1970,4,Success
3470,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 335,,StatusRetired,1970,4,Success
3471,CASC,China,Long March 1, Dong Fang Hong 1,,StatusRetired,1970,4,Success
3472,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 334,,StatusRetired,1970,4,Success
3473,US Air Force,USA,Titan III(23)B, OPS 2863,,StatusRetired,1970,4,Success
3474,RVSN USSR,Russian Federation,Voskhod, Cosmos 333,,StatusRetired,1970,4,Success
3475,NASA,USA,Saturn V, Apollo 13,1160.0,StatusRetired,1970,4,Success
3476,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 332,,StatusRetired,1970,4,Success
3477,Martin Marietta,USA,Titan IIIC, Vela 11 & 12,,StatusRetired,1970,4,Success
3478,RVSN USSR,Kazakhstan,Voskhod, Cosmos 331,,StatusRetired,1970,4,Success
3479,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 330,,StatusRetired,1970,4,Success
3480,RVSN USSR,Russian Federation,Voskhod, Cosmos 329,,StatusRetired,1970,4,Success
3481,RVSN USSR,Russian Federation,Voskhod, Cosmos 328,,StatusRetired,1970,3,Success
3482,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 327,,StatusRetired,1970,3,Success
3483,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­14,,StatusRetired,1970,3,Partial Failure
3484,RVSN USSR,Russian Federation,Voskhod, Cosmos 326,,StatusRetired,1970,3,Success
3485,CNES,France,Diamant B, WIKA & MIKA,,StatusRetired,1970,3,Success
3486,RVSN USSR,Russian Federation,Voskhod, Cosmos 325,,StatusRetired,1970,3,Success
3487,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 324,,StatusRetired,1970,2,Success
3488,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-1 n†­17,,StatusRetired,1970,2,Success
3489,UT,Japan,Lambda-IV S, Osumi,,StatusRetired,1970,2,Success
3490,RVSN USSR,Russian Federation,Voskhod, Cosmos 323,,StatusRetired,1970,2,Success
3491,RVSN USSR,Kazakhstan,Proton K/Block D, Luna-16c,,StatusRetired,1970,2,Failure
3492,RVSN USSR,Russian Federation,Cosmos-2I (63SM), DS-P1-I #6,,StatusRetired,1970,1,Failure
3493,RVSN USSR,Russian Federation,Voskhod, Cosmos 322,,StatusRetired,1970,1,Success
3494,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 321,,StatusRetired,1970,1,Success
3495,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 320,,StatusRetired,1970,1,Success
3496,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 319,,StatusRetired,1970,1,Success
3497,US Air Force,USA,Titan III(23)B, OPS 6531,,StatusRetired,1970,1,Success
3498,RVSN USSR,Kazakhstan,Voskhod, Cosmos 318,,StatusRetired,1970,1,Success
3499,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Ionosfernaya #1,,StatusRetired,1969,12,Failure
3500,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Intercosmos-2,,StatusRetired,1969,12,Success
3501,RVSN USSR,Russian Federation,Voskhod, Cosmos 317,,StatusRetired,1969,12,Success
3502,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 316,,StatusRetired,1969,12,Success
3503,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 315,,StatusRetired,1969,12,Success
3504,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 314,,StatusRetired,1969,12,Success
3505,RVSN USSR,Russian Federation,Voskhod, Cosmos 313,,StatusRetired,1969,12,Success
3506,RVSN USSR,Kazakhstan,Proton K/Block D, Zond (L1E),,StatusRetired,1969,11,Failure
3507,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 312,,StatusRetired,1969,11,Success
3508,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 311,,StatusRetired,1969,11,Success
3509,CASC,China,Long March 1, Test flight,,StatusRetired,1969,11,Failure
3510,RVSN USSR,Kazakhstan,Voskhod, Cosmos 310,,StatusRetired,1969,11,Success
3511,NASA,USA,Saturn V, Apollo 12,1160.0,StatusRetired,1969,11,Success
3512,RVSN USSR,Russian Federation,Voskhod, Cosmos 309,,StatusRetired,1969,11,Success
3513,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 308,,StatusRetired,1969,11,Success
3514,Yuzhmash,Kazakhstan,Tsyklon-2, IS Mass Model,,StatusRetired,1969,11,Success
3515,US Air Force,USA,Titan III(23)B, OPS 8455,,StatusRetired,1969,10,Success
3516,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 307,,StatusRetired,1969,10,Success
3517,RVSN USSR,Kazakhstan,Voskhod, Cosmos 306,,StatusRetired,1969,10,Success
3518,RVSN USSR,Kazakhstan,Proton K/Block D, Cosmos 305 (Luna-16b),,StatusRetired,1969,10,Failure
3519,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 304,,StatusRetired,1969,10,Success
3520,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 303,,StatusRetired,1969,10,Success
3521,RVSN USSR,Russian Federation,Voskhod, Cosmos 302,,StatusRetired,1969,10,Success
3522,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Intercosmos-1,,StatusRetired,1969,10,Success
3523,RVSN USSR,Kazakhstan,Soyuz, Soyuz 8,,StatusRetired,1969,10,Success
3524,RVSN USSR,Kazakhstan,Soyuz, Soyuz 7,,StatusRetired,1969,10,Success
3525,RVSN USSR,Kazakhstan,Soyuz, Soyuz 6,,StatusRetired,1969,10,Success
3526,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­13,,StatusRetired,1969,10,Success
3527,RVSN USSR,Russian Federation,Voskhod, Cosmos 301,,StatusRetired,1969,9,Success
3528,RVSN USSR,Kazakhstan,Proton K/Block D, Cosmos 300 (luna-16a),,StatusRetired,1969,9,Success
3529,UT,Japan,Lambda-IV S, Osumi,,StatusRetired,1969,9,Failure
3530,RVSN USSR,Kazakhstan,Voskhod, Cosmos 299,,StatusRetired,1969,9,Success
3531,RVSN USSR,Kazakhstan,Tsyklon, Cosmos 298,,StatusRetired,1969,9,Success
3532,RVSN USSR,Russian Federation,Voskhod, Cosmos 297,,StatusRetired,1969,9,Success
3533,RVSN USSR,Kazakhstan,Voskhod, Cosmos 296,,StatusRetired,1969,8,Success
3534,US Air Force,USA,Titan III(23)B, OPS 7807,,StatusRetired,1969,8,Success
3535,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 295,,StatusRetired,1969,8,Success
3536,RVSN USSR,Russian Federation,Voskhod, Cosmos 294,,StatusRetired,1969,8,Success
3537,RVSN USSR,Kazakhstan,Voskhod, Cosmos 293,,StatusRetired,1969,8,Success
3538,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 292,,StatusRetired,1969,8,Success
3539,General Dynamics,USA,Atlas-SLV3C Centaur-D, ATS-5,,StatusRetired,1969,8,Success
3540,RVSN USSR,Kazakhstan,Proton K/Block D, Zond-7,,StatusRetired,1969,8,Success
3541,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 291,,StatusRetired,1969,8,Success
3542,RVSN USSR,Russian Federation,Cosmos-2I (63SM), DS-P1-You #23,,StatusRetired,1969,7,Failure
3543,RVSN USSR,Kazakhstan,Molniya-M /Block L, Molniya-1 n†­18,,StatusRetired,1969,7,Success
3544,RVSN USSR,Russian Federation,Voskhod, Cosmos 290,,StatusRetired,1969,7,Success
3545,NASA,USA,Saturn V, Apollo 11,1160.0,StatusRetired,1969,7,Success
3546,RVSN USSR,Russian Federation,Voskhod, Cosmos 289,,StatusRetired,1969,7,Success
3547,RVSN USSR,Kazakhstan,N1-L3, 5L (Zond L1S-2),,StatusRetired,1969,7,Failure
3548,CECLES,Australia,Europa 1, STV-2,,StatusRetired,1969,7,Failure
3549,RVSN USSR,Kazakhstan,Voskhod, Cosmos 288,,StatusRetired,1969,6,Success
3550,RVSN USSR,Kazakhstan,Voskhod, Cosmos 287,,StatusRetired,1969,6,Success
3551,RVSN USSR,Russian Federation,Voskhod, Cosmos 286,,StatusRetired,1969,6,Success
3552,RVSN USSR,Kazakhstan,Proton K/Block D, Luna-15b,,StatusRetired,1969,6,Failure
3553,RVSN USSR,Russian Federation,Cosmos-3MRB (65MRB), BOR-2 Shuttle,,StatusRetired,1969,6,Success
3554,US Air Force,USA,Titan IIIB, OPS 1077,59.0,StatusRetired,1969,6,Success
3555,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 285,,StatusRetired,1969,6,Success
3556,RVSN USSR,Kazakhstan,Voskhod, Cosmos 284,,StatusRetired,1969,5,Success
3557,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 283,,StatusRetired,1969,5,Success
3558,Martin Marietta,USA,Titan IIIC," OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",,StatusRetired,1969,5,Success
3559,RVSN USSR,Russian Federation,Voskhod, Cosmos 282,,StatusRetired,1969,5,Success
3560,NASA,USA,Saturn V, Apollo 10,1160.0,StatusRetired,1969,5,Success
3561,RVSN USSR,Russian Federation,Voskhod, Cosmos 281,,StatusRetired,1969,5,Partial Failure
3562,RVSN USSR,Kazakhstan,Voskhod, Cosmos 280,,StatusRetired,1969,4,Success
3563,US Air Force,USA,Titan IIIB, OPS 5310,59.0,StatusRetired,1969,4,Success
3564,RVSN USSR,Kazakhstan,Voskhod, Cosmos 279,,StatusRetired,1969,4,Success
3565,General Dynamics,USA,Atlas-SLV3A Agena-D, Canyon 2 (AFP-827),,StatusRetired,1969,4,Success
3566,RVSN USSR,Kazakhstan,Molniya-M /Block L, Molniya-1 n†­16,,StatusRetired,1969,4,Success
3567,RVSN USSR,Russian Federation,Voskhod, Cosmos 278,,StatusRetired,1969,4,Success
3568,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 277,,StatusRetired,1969,4,Success
3569,RVSN USSR,Russian Federation,Voskhod, Cosmos 276,,StatusRetired,1969,4,Success
3570,RVSN USSR,Kazakhstan,Proton K/Block D, M-69 ???522,,StatusRetired,1969,4,Failure
3571,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 275,,StatusRetired,1969,3,Success
3572,General Dynamics,USA,Atlas-SLV3C Centaur-D, Mariner 7,,StatusRetired,1969,3,Success
3573,RVSN USSR,Kazakhstan,Proton K/Block D, M-69 N†­521,,StatusRetired,1969,3,Failure
3574,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­12,,StatusRetired,1969,3,Failure
3575,RVSN USSR,Kazakhstan,Voskhod, Cosmos 274,,StatusRetired,1969,3,Success
3576,RVSN USSR,Russian Federation,Voskhod, Cosmos 273,,StatusRetired,1969,3,Success
3577,General Dynamics,USA,Atlas-E/F OV1, OV1-17/OV1-18/OV1-19,,StatusRetired,1969,3,Success
3578,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 272,,StatusRetired,1969,3,Success
3579,RVSN USSR,Russian Federation,Voskhod, Cosmos 271,,StatusRetired,1969,3,Success
3580,RVSN USSR,Russian Federation,Voskhod, Cosmos 270,,StatusRetired,1969,3,Success
3581,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 269,,StatusRetired,1969,3,Success
3582,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 268,,StatusRetired,1969,3,Success
3583,US Air Force,USA,Titan IIIB, OPS 4248,59.0,StatusRetired,1969,3,Success
3584,NASA,USA,Saturn V, Apollo 9,1160.0,StatusRetired,1969,3,Success
3585,RVSN USSR,Kazakhstan,Voskhod, Cosmos 267,,StatusRetired,1969,2,Success
3586,RVSN USSR,Russian Federation,Voskhod, Cosmos 266,,StatusRetired,1969,2,Success
3587,General Dynamics,USA,Atlas-SLV3C Centaur-D, Mariner 6,,StatusRetired,1969,2,Success
3588,RVSN USSR,Kazakhstan,N1-L3, 3L (Zond L1S-1),,StatusRetired,1969,2,Failure
3589,RVSN USSR,Kazakhstan,Proton K/Block D, Luna-15a,,StatusRetired,1969,2,Failure
3590,Martin Marietta,USA,Titan IIIC, OPS-0757 (Tacsat),,StatusRetired,1969,2,Success
3591,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 265,,StatusRetired,1969,2,Success
3592,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­11,,StatusRetired,1969,2,Failure
3593,RVSN USSR,Kazakhstan,Tsyklon-2A, US-A n†­5,,StatusRetired,1969,1,Failure
3594,RVSN USSR,Kazakhstan,Voskhod, Cosmos 264,,StatusRetired,1969,1,Success
3595,US Air Force,USA,Titan IIIB, OPS 7585,59.0,StatusRetired,1969,1,Success
3596,RVSN USSR,Kazakhstan,Proton K/Block D, Zond,,StatusRetired,1969,1,Failure
3597,RVSN USSR,Kazakhstan,Soyuz, Soyuz 5,,StatusRetired,1969,1,Success
3598,RVSN USSR,Kazakhstan,Soyuz, Soyuz 4,,StatusRetired,1969,1,Success
3599,RVSN USSR,Russian Federation,Voskhod, Cosmos 263,,StatusRetired,1969,1,Success
3600,RVSN USSR,Kazakhstan,Molniya-M /Block VL, Venera 6,,StatusRetired,1969,1,Success
3601,RVSN USSR,Kazakhstan,Molniya-M /Block VL, Venera 5,,StatusRetired,1969,1,Success
3602,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 262,,StatusRetired,1968,12,Success
3603,NASA,USA,Saturn V, Apollo 8,1160.0,StatusRetired,1968,12,Success
3604,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 261,,StatusRetired,1968,12,Success
3605,RVSN USSR,Kazakhstan,Molniya-M /Block L, Cosmos 260,,StatusRetired,1968,12,Success
3606,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 259,,StatusRetired,1968,12,Success
3607,RVSN USSR,Kazakhstan,Voskhod, Cosmos 258,,StatusRetired,1968,12,Success
3608,General Dynamics,USA,Atlas-SLV3C Centaur-D, OAO-2,,StatusRetired,1968,12,Success
3609,US Air Force,USA,Titan IIIB, OPS 6518,59.0,StatusRetired,1968,12,Success
3610,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 257,,StatusRetired,1968,12,Success
3611,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 256,,StatusRetired,1968,11,Success
3612,RVSN USSR,Russian Federation,Voskhod, Cosmos 255,,StatusRetired,1968,11,Success
3613,CECLES,Australia,Europa 1, STV-1,,StatusRetired,1968,11,Success
3614,RVSN USSR,Russian Federation,Voskhod, Cosmos 254,,StatusRetired,1968,11,Success
3615,RVSN USSR,Kazakhstan,Proton K, Proton-4,,StatusRetired,1968,11,Success
3616,RVSN USSR,Russian Federation,Voskhod, Cosmos 253,,StatusRetired,1968,11,Success
3617,RVSN USSR,Kazakhstan,Proton K/Block D, Zond-6,,StatusRetired,1968,11,Success
3618,US Air Force,USA,Titan IIIB, OPS 5296,59.0,StatusRetired,1968,11,Success
3619,RVSN USSR,Kazakhstan,Tsyklon-2A, Cosmos 252,,StatusRetired,1968,11,Success
3620,RVSN USSR,Kazakhstan,Voskhod, Cosmos 251,,StatusRetired,1968,10,Success
3621,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 250,,StatusRetired,1968,10,Success
3622,RVSN USSR,Kazakhstan,Soyuz, Soyuz 3,,StatusRetired,1968,10,Success
3623,RVSN USSR,Kazakhstan,Soyuz, Soyuz 2,,StatusRetired,1968,10,Success
3624,RVSN USSR,Kazakhstan,Tsyklon-2A, Cosmos 249,,StatusRetired,1968,10,Success
3625,RVSN USSR,Kazakhstan,Tsyklon-2A, Cosmos 248,,StatusRetired,1968,10,Success
3626,NASA,USA,Saturn IB, Apollo 7,,StatusRetired,1968,10,Success
3627,RVSN USSR,Russian Federation,Voskhod, Cosmos 247,,StatusRetired,1968,10,Success
3628,RVSN USSR,Russian Federation,Voskhod, Cosmos 246,,StatusRetired,1968,10,Partial Failure
3629,RVSN USSR,Kazakhstan,Molniya-M /Block L, Molniya-1 n†­14,,StatusRetired,1968,10,Success
3630,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 245,,StatusRetired,1968,10,Success
3631,RVSN USSR,Kazakhstan,Tsyklon, Cosmos 244,,StatusRetired,1968,10,Success
3632,Martin Marietta,USA,Titan IIIC," LES-6, OV2-5, OV5-2, OV5-4",,StatusRetired,1968,9,Success
3633,RVSN USSR,Kazakhstan,Voskhod, Cosmos 243,,StatusRetired,1968,9,Success
3634,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 242,,StatusRetired,1968,9,Success
3635,RVSN USSR,Russian Federation,Voskhod, Cosmos 241,,StatusRetired,1968,9,Success
3636,RVSN USSR,Kazakhstan,Proton K/Block D, Zond-5,,StatusRetired,1968,9,Success
3637,RVSN USSR,Kazakhstan,Voskhod, Cosmos 240,,StatusRetired,1968,9,Success
3638,RVSN USSR,Kazakhstan,Voskhod, Cosmos 239,,StatusRetired,1968,9,Success
3639,RVSN USSR,Kazakhstan,Soyuz, Cosmos 238,,StatusRetired,1968,8,Success
3640,RVSN USSR,Russian Federation,Voskhod, Cosmos 237,,StatusRetired,1968,8,Success
3641,RVSN USSR,Kazakhstan,Cosmos-3 (11K65), Cosmos 236,,StatusRetired,1968,8,Success
3642,General Dynamics,USA,Atlas-SLV3 Burner-2, STP P68-1,,StatusRetired,1968,8,Failure
3643,General Dynamics,USA,Atlas-SLV3C Centaur-D, ATS-4,,StatusRetired,1968,8,Partial Failure
3644,RVSN USSR,Kazakhstan,Voskhod, Cosmos 235,,StatusRetired,1968,8,Success
